"latitude","longitude","generationtime_ms","utc_offset_seconds","timezone","timezone_abbreviation","elevation","hourly_units__time","hourly_units__temperature_2m","hourly_units__apparent_temperature","hourly_units__wind_speed_10m","hourly_units__wind_speed_100m","hourly_units__wind_direction_100m","hourly_units__wind_direction_10m","hourly_units__wind_gusts_10m","hourly__time","hourly__temperature_2m","hourly__apparent_temperature","hourly__wind_speed_10m","hourly__wind_speed_100m","hourly__wind_direction_100m","hourly__wind_direction_10m","hourly__wind_gusts_10m","daily_units__time","daily_units__weather_code","daily__time","daily__weather_code"
"","","","","","","","","","","","","","","","2022-01-01T15:00","17.5","17.1","7.1","8.4","227","195","18.7","","","2022-01-16","0"
"","","","","","","","","","","","","","","","2022-01-01T16:00","16.5","16.3","5.8","7.7","233","184","15.8","","","2022-01-17","3"
"","","","","","","","","","","","","","","","2022-01-01T17:00","15.1","14.9","4.6","7.6","265","198","11.9","","","2022-01-18","1"
"","","","","","","","","","","","","","","","2022-01-01T18:00","13.7","13.7","3.6","6.9","309","6","8.6","","","2022-01-19","3"
"","","","","","","","","","","","","","","","2022-01-01T19:00","9.3","8.1","6.9","8.9","339","6","11.5","","","2022-01-20","3"
"","","","","","","","","","","","","","","","2022-01-01T20:00","8.0","6.4","7.4","10.3","324","331","12.2","","","2022-01-21","53"
"","","","","","","","","","","","","","","","2022-01-01T21:00","7.5","5.5","5.9","10.7","318","308","12.6","","","2022-01-22","3"
"","","","","","","","","","","","","","","","2022-01-01T22:00","7.4","5.0","6.3","12.5","314","301","13.0","","","2022-01-23","1"
"","","","","","","","","","","","","","","","2022-01-01T23:00","7.2","4.6","7.6","14.5","314","301","15.5","","","2022-01-24","1"
"","","","","","","","","","","","","","","","2022-01-02T00:00","7.1","4.4","8.5","15.5","312","298","16.9","","","2022-01-25","1"
"","","","","","","","","","","","","","","","2022-01-02T01:00","7.3","4.7","8.1","16.3","317","302","17.6","","","2022-01-26","1"
"","","","","","","","","","","","","","","","2022-01-02T02:00","6.6","4.2","6.3","12.5","311","294","16.2","","","2022-01-27","0"
"","","","","","","","","","","","","","","","2022-01-02T03:00","6.0","3.5","6.3","10.6","298","294","13.3","","","2022-01-28","1"
"","","","","","","","","","","","","","","","2022-01-02T04:00","5.5","3.0","6.5","10.7","284","289","14.0","","","2022-01-29","0"
"","","","","","","","","","","","","","","","2022-01-02T05:00","5.3","2.7","6.4","11.2","274","286","14.4","","","2022-01-30","0"
"","","","","","","","","","","","","","","","2022-01-02T06:00","5.0","2.5","5.7","9.8","264","288","14.0","","","2022-01-31","2"
"","","","","","","","","","","","","","","","2022-01-02T07:00","4.7","2.2","5.2","8.7","265","295","13.0","","","2022-02-01","53"
"","","","","","","","","","","","","","","","2022-01-02T08:00","4.4","1.9","4.8","8.3","265","297","11.9","","","2022-02-02","2"
"","","","","","","","","","","","","","","","2022-01-02T09:00","5.0","2.3","6.6","8.2","293","315","14.0","","","2022-02-03","3"
"","","","","","","","","","","","","","","","2022-01-02T10:00","8.2","5.7","8.3","8.9","313","326","16.6","","","2022-02-04","51"
"","","","","","","","","","","","","","","","2022-01-02T11:00","12.1","10.6","4.6","8.4","310","342","16.6","","","2022-02-05","51"
"","","","","","","","","","","","","","","","2022-01-02T12:00","14.6","13.7","1.5","5.0","291","104","12.6","","","2022-02-06","3"
"","","","","","","","","","","","","","","","2022-01-02T13:00","13.8","12.8","5.1","6.0","155","135","15.5","","","2022-02-07","3"
"","","","","","","","","","","","","","","","2022-01-02T14:00","14.0","13.6","5.8","7.5","163","150","15.8","","","2022-02-08","3"
"","","","","","","","","","","","","","","","2022-01-02T15:00","14.2","14.2","5.0","6.6","171","159","15.1","","","2022-02-09","3"
"","","","","","","","","","","","","","","","2022-01-02T16:00","14.0","14.0","5.5","6.6","158","148","13.3","","","2022-02-10","2"
"","","","","","","","","","","","","","","","2022-01-02T17:00","12.3","12.3","4.0","8.2","105","95","11.5","","","2022-02-11","3"
"","","","","","","","","","","","","","","","2022-01-02T18:00","11.1","10.5","5.6","12.1","73","50","9.7","","","2022-02-12","53"
"","","","","","","","","","","","","","","","2022-01-02T19:00","10.6","9.8","6.9","12.4","54","28","12.6","","","2022-02-13","51"
"","","","","","","","","","","","","","","","2022-01-02T20:00","10.4","9.7","5.5","9.1","56","11","15.5","","","2022-02-14","51"
"","","","","","","","","","","","","","","","2022-01-02T21:00","9.8","9.0","5.8","7.3","11","330","13.3","","","2022-02-15","3"
"","","","","","","","","","","","","","","","2022-01-02T22:00","8.9","7.9","5.4","6.3","24","312","12.6","","","2022-02-16","3"
"","","","","","","","","","","","","","","","2022-01-02T23:00","8.2","6.8","6.5","7.6","360","304","13.7","","","2022-02-17","3"
"","","","","","","","","","","","","","","","2022-01-03T00:00","7.9","6.3","7.2","8.3","2","307","13.7","","","2022-02-18","2"
"","","","","","","","","","","","","","","","2022-01-03T01:00","7.5","6.0","5.5","2.6","16","302","14.0","","","2022-02-19","53"
"","","","","","","","","","","","","","","","2022-01-03T02:00","6.9","5.6","2.9","2.9","83","300","10.8","","","2022-02-20","2"
"","","","","","","","","","","","","","","","2022-01-03T03:00","6.4","4.7","4.2","3.3","13","301","10.4","","","2022-02-21","3"
"","","","","","","","","","","","","","","","2022-01-03T04:00","6.0","4.3","3.9","1.8","307","292","10.8","","","2022-02-22","1"
"","","","","","","","","","","","","","","","2022-01-03T05:00","5.8","3.8","5.5","5.2","254","302","12.6","","","2022-02-23","3"
"","","","","","","","","","","","","","","","2022-01-03T06:00","5.2","3.0","6.1","6.8","267","298","13.7","","","2022-02-24","3"
"","","","","","","","","","","","","","","","2022-01-03T07:00","5.2","2.7","8.1","8.7","287","302","15.8","","","2022-02-25","51"
"","","","","","","","","","","","","","","","2022-01-03T08:00","5.8","3.2","9.0","10.5","297","307","17.3","","","2022-02-26","51"
"","","","","","","","","","","","","","","","2022-01-03T09:00","6.5","4.1","8.4","8.1","283","301","17.3","","","2022-02-27","3"
"","","","","","","","","","","","","","","","2022-01-03T10:00","9.2","7.2","8.3","8.0","280","304","16.9","","","2022-02-28","51"
"","","","","","","","","","","","","","","","2022-01-03T11:00","12.8","11.8","4.8","7.4","284","297","16.9","","","2022-03-01","3"
"","","","","","","","","","","","","","","","2022-01-03T12:00","15.3","14.9","2.3","4.2","250","219","13.7","","","2022-03-02","53"
"","","","","","","","","","","","","","","","2022-01-03T13:00","15.7","14.6","5.6","7.0","235","220","17.3","","","2022-03-03","51"
"","","","","","","","","","","","","","","","2022-01-03T14:00","15.9","14.6","8.7","11.2","220","210","20.2","","","2022-03-04","51"
"","","","","","","","","","","","","","","","2022-01-03T15:00","14.9","13.2","12.0","16.1","220","213","24.8","","","2022-03-05","3"
"","","","","","","","","","","","","","","","2022-01-03T16:00","13.7","11.9","12.7","19.7","230","223","26.3","","","2022-03-06","55"
"","","","","","","","","","","","","","","","2022-01-03T17:00","12.6","10.8","12.8","24.1","243","238","26.3","","","2022-03-07","51"
"","","","","","","","","","","","","","","","2022-01-03T18:00","11.4","9.9","10.6","23.9","249","246","24.1","","","2022-03-08","61"
"","","","","","","","","","","","","","","","2022-01-03T19:00","11.0","9.6","9.2","23.7","253","249","20.9","","","2022-03-09","63"
"","","","","","","","","","","","","","","","2022-01-03T20:00","11.2","9.7","9.6","24.6","255","257","19.4","","","2022-03-10","51"
"","","","","","","","","","","","","","","","2022-01-03T21:00","10.8","9.3","8.6","22.9","262","268","19.8","","","2022-03-11","53"
"","","","","","","","","","","","","","","","2022-01-03T22:00","9.9","8.3","7.9","22.8","265","270","18.0","","","2022-03-12","61"
"","","","","","","","","","","","","","","","2022-01-03T23:00","9.4","7.5","7.9","23.1","265","270","17.3","","","2022-03-13","51"
"","","","","","","","","","","","","","","","2022-01-04T00:00","9.5","7.4","8.3","24.2","266","272","18.4","","","2022-03-14","53"
"","","","","","","","","","","","","","","","2022-01-04T01:00","11.1","8.6","13.1","30.9","253","254","19.4","","","2022-03-15","51"
"","","","","","","","","","","","","","","","2022-01-04T02:00","10.9","8.4","12.1","29.6","257","258","26.6","","","2022-03-16","51"
"","","","","","","","","","","","","","","","2022-01-04T03:00","10.5","8.1","11.3","27.8","257","261","25.2","","","2022-03-17","3"
"","","","","","","","","","","","","","","","2022-01-04T04:00","10.2","7.8","11.3","27.9","259","263","23.4","","","2022-03-18","53"
"","","","","","","","","","","","","","","","2022-01-04T05:00","10.0","7.6","11.2","27.5","264","270","23.8","","","2022-03-19","51"
"","","","","","","","","","","","","","","","2022-01-04T06:00","9.5","7.3","9.0","24.5","268","275","23.0","","","2022-03-20","51"
"","","","","","","","","","","","","","","","2022-01-04T07:00","9.1","6.9","8.8","23.8","272","282","19.8","","","2022-03-21","51"
"","","","","","","","","","","","","","","","2022-01-04T08:00","9.2","6.9","8.9","23.8","273","284","19.8","","","2022-03-22","51"
"","","","","","","","","","","","","","","","2022-01-04T09:00","10.1","7.7","9.7","22.5","276","292","20.2","","","2022-03-23","51"
"","","","","","","","","","","","","","","","2022-01-04T10:00","12.9","10.4","11.8","21.8","286","308","22.3","","","2022-03-24","51"
"","","","","","","","","","","","","","","","2022-01-04T11:00","15.9","14.1","10.0","20.5","294","308","22.7","","","2022-03-25","51"
"","","","","","","","","","","","","","","","2022-01-04T12:00","18.2","16.8","8.0","14.5","277","265","20.2","","","2022-03-26","61"
"","","","","","","","","","","","","","","","2022-01-04T13:00","19.6","18.7","6.6","8.7","240","209","22.7","","","2022-03-27","51"
"","","","","","","","","","","","","","","","2022-01-04T14:00","18.6","17.4","12.1","17.7","218","207","25.2","","","2022-03-28","3"
"","","","","","","","","","","","","","","","2022-01-04T15:00","17.4","16.6","12.2","18.6","224","214","26.6","","","2022-03-29","63"
"","","","","","","","","","","","","","","","2022-01-04T16:00","16.7","16.0","10.4","18.7","236","226","25.6","","","2022-03-30","63"
"","","","","","","","","","","","","","","","2022-01-04T17:00","15.2","14.5","7.1","17.9","245","240","20.5","","","2022-03-31","61"
"","","","","","","","","","","","","","","","2022-01-04T18:00","12.2","11.3","6.3","16.3","248","257","15.1","","","2022-04-01","2"
"","","","","","","","","","","","","","","","2022-01-04T19:00","10.9","9.9","5.5","12.2","256","281","13.3","","","2022-04-02","51"
"","","","","","","","","","","","","","","","2022-01-04T20:00","9.7","8.2","7.2","11.6","240","264","11.5","","","2022-04-03","73"
"","","","","","","","","","","","","","","","2022-01-04T21:00","9.9","8.8","4.3","8.6","270","294","11.2","","","2022-04-04","3"
"","","","","","","","","","","","","","","","2022-01-04T22:00","9.4","8.2","3.7","4.8","297","299","9.7","","","2022-04-05","3"
"","","","","","","","","","","","","","","","2022-01-04T23:00","8.8","7.1","4.7","8.1","283","293","16.9","","","2022-04-06","3"
"","","","","","","","","","","","","","","","2022-01-05T00:00","8.9","6.6","8.8","16.2","343","325","16.6","","","2022-04-07","3"
"","","","","","","","","","","","","","","","2022-01-05T01:00","8.8","6.6","9.8","16.2","348","354","16.9","","","2022-04-08","3"
"","","","","","","","","","","","","","","","2022-01-05T02:00","11.3","8.2","20.2","37.9","61","50","39.2","","","2022-04-09","51"
"","","","","","","","","","","","","","","","2022-01-05T03:00","11.5","10.3","9.5","19.0","61","53","40.3","","","2022-04-10","3"
"","","","","","","","","","","","","","","","2022-01-05T04:00","10.8","9.1","9.9","19.4","320","314","22.0","","","2022-04-11","51"
"","","","","","","","","","","","","","","","2022-01-05T05:00","9.9","7.3","13.3","23.5","293","272","23.0","","","2022-04-12","61"
"","","","","","","","","","","","","","","","2022-01-05T06:00","10.2","6.9","17.4","32.7","297","292","34.2","","","2022-04-13","61"
"","","","","","","","","","","","","","","","2022-01-05T07:00","9.7","5.4","21.4","36.8","284","278","41.0","","","2022-04-14","3"
"","","","","","","","","","","","","","","","2022-01-05T08:00","9.3","5.7","16.9","32.7","285","281","41.0","","","2022-04-15","3"
"","","","","","","","","","","","","","","","2022-01-05T09:00","9.2","6.3","13.0","27.1","275","270","32.8","","","2022-04-16","1"
"","","","","","","","","","","","","","","","2022-01-05T10:00","9.3","7.1","8.0","18.9","291","280","25.2","","","2022-04-17","3"
"","","","","","","","","","","","","","","","2022-01-05T11:00","10.1","6.9","12.3","22.0","310","302","23.0","","","2022-04-18","3"
"","","","","","","","","","","","","","","","2022-01-05T12:00","12.0","8.8","13.4","20.8","323","324","26.6","","","2022-04-19","61"
"","","","","","","","","","","","","","","","2022-01-05T13:00","11.6","9.6","6.5","10.8","300","289","42.5","","","2022-04-20","63"
"","","","","","","","","","","","","","","","2022-01-05T14:00","14.0","10.9","9.2","13.0","312","309","20.2","","","2022-04-21","63"
"","","","","","","","","","","","","","","","2022-01-05T15:00","14.0","10.0","10.8","15.9","322","323","24.1","","","2022-04-22","3"
"","","","","","","","","","","","","","","","2022-01-05T16:00","12.9","9.7","7.8","11.4","35","56","22.3","","","2022-04-23","61"
"","","","","","","","","","","","","","","","2022-01-05T17:00","10.5","8.5","9.1","16.6","90","99","18.4","","","2022-04-24","3"
"","","","","","","","","","","","","","","","2022-01-05T18:00","7.3","5.0","9.3","13.6","102","106","16.6","","","2022-04-25","51"
"","","","","","","","","","","","","","","","2022-01-05T19:00","9.5","8.5","2.3","6.1","118","219","16.9","","","2022-04-26","3"
"","","","","","","","","","","","","","","","2022-01-05T20:00","6.9","4.8","5.4","4.3","275","274","7.6","","","2022-04-27","51"
"","","","","","","","","","","","","","","","2022-01-05T21:00","6.5","3.9","5.8","5.5","328","292","9.4","","","2022-04-28","3"
"","","","","","","","","","","","","","","","2022-01-05T22:00","7.2","4.6","3.0","1.5","45","284","8.6","","","2022-04-29","2"
"","","","","","","","","","","","","","","","2022-01-05T23:00","5.1","1.9","5.7","4.0","27","325","7.6","","","2022-04-30","53"
"","","","","","","","","","","","","","","","2022-01-06T00:00","2.6","-0.7","6.0","8.0","8","335","10.8","","","2022-05-01","55"
"","","","","","","","","","","","","","","","2022-01-06T01:00","4.5","0.5","10.8","13.2","331","307","14.4","","","2022-05-02","55"
"","","","","","","","","","","","","","","","2022-01-06T02:00","3.6","-0.3","10.0","10.0","319","308","21.2","","","2022-05-03","53"
"","","","","","","","","","","","","","","","2022-01-06T03:00","3.0","-1.1","10.5","11.5","309","308","19.4","","","2022-05-04","51"
"","","","","","","","","","","","","","","","2022-01-06T04:00","2.5","-1.6","10.7","15.2","338","315","20.5","","","2022-05-05","61"
"","","","","","","","","","","","","","","","2022-01-06T05:00","2.7","-1.8","11.9","17.8","328","305","22.0","","","2022-05-06","2"
"","","","","","","","","","","","","","","","2022-01-06T06:00","2.9","-1.8","12.5","24.0","327","309","23.4","","","2022-05-07","3"
"","","","","","","","","","","","","","","","2022-01-06T07:00","2.9","-1.9","13.1","28.8","314","307","25.2","","","2022-05-08","1"
"","","","","","","","","","","","","","","","2022-01-06T08:00","2.0","-3.0","14.6","30.0","316","310","27.4","","","2022-05-09","2"
"","","","","","","","","","","","","","","","2022-01-06T09:00","2.5","-2.8","16.6","32.7","320","312","31.0","","","2022-05-10","3"
"","","","","","","","","","","","","","","","2022-01-06T10:00","4.2","-0.9","16.9","34.4","322","310","32.4","","","2022-05-11","3"
"","","","","","","","","","","","","","","","2022-01-06T11:00","6.3","1.6","15.3","30.9","324","315","31.3","","","2022-05-12","3"
"","","","","","","","","","","","","","","","2022-01-06T12:00","8.1","3.4","15.3","23.5","319","315","32.8","","","2022-05-13","3"
"","","","","","","","","","","","","","","","2022-01-06T13:00","10.2","5.9","12.7","17.1","305","299","32.0","","","2022-05-14","3"
"","","","","","","","","","","","","","","","2022-01-06T14:00","11.2","6.4","15.0","21.4","318","314","31.3","","","2022-05-15","3"
"","","","","","","","","","","","","","","","2022-01-06T15:00","11.1","6.5","13.5","18.9","320","316","31.0","","","2022-05-16","3"
"","","","","","","","","","","","","","","","2022-01-06T16:00","10.5","6.5","10.0","16.0","314","308","27.0","","","2022-05-17","0"
"","","","","","","","","","","","","","","","2022-01-06T17:00","8.3","5.1","6.2","15.8","300","277","19.1","","","2022-05-18","3"
"","","","","","","","","","","","","","","","2022-01-06T18:00","4.7","0.8","9.7","16.1","310","285","15.1","","","2022-05-19","3"
"","","","","","","","","","","","","","","","2022-01-06T19:00","4.6","0.8","7.7","19.1","328","311","15.1","","","2022-05-20","3"
"","","","","","","","","","","","","","","","2022-01-06T20:00","4.9","0.6","11.2","26.3","327","318","22.0","","","2022-05-21","3"
"","","","","","","","","","","","","","","","2022-01-06T21:00","4.5","0.0","13.0","28.2","325","321","24.8","","","2022-05-22","3"
"","","","","","","","","","","","","","","","2022-01-06T22:00","4.5","-0.4","15.3","31.6","328","326","28.8","","","2022-05-23","3"
"","","","","","","","","","","","","","","","2022-01-06T23:00","4.1","-0.5","13.0","28.8","328","321","29.2","","","2022-05-24","65"
"","","","","","","","","","","","","","","","2022-01-07T00:00","3.3","-1.2","12.5","28.2","321","309","24.8","","","2022-05-25","63"
"","","","","","","","","","","","","","","","2022-01-07T01:00","3.0","-1.2","10.7","22.8","309","290","30.2","","","2022-05-26","51"
"","","","","","","","","","","","","","","","2022-01-07T02:00","2.7","-1.7","11.8","24.0","311","290","22.3","","","2022-05-27","3"
"","","","","","","","","","","","","","","","2022-01-07T03:00","2.0","-2.5","12.7","23.9","315","299","23.8","","","2022-05-28","0"
"","","","","","","","","","","","","","","","2022-01-07T04:00","1.7","-2.9","13.4","23.7","313","301","24.8","","","2022-05-29","3"
"","","","","","","","","","","","","","","","2022-01-07T05:00","1.6","-3.0","13.6","21.9","316","310","24.8","","","2022-05-30","3"
"","","","","","","","","","","","","","","","2022-01-07T06:00","1.4","-3.2","13.3","22.3","321","311","25.6","","","2022-05-31","3"
"","","","","","","","","","","","","","","","2022-01-07T07:00","1.0","-3.5","12.6","19.5","321","307","25.2","","","2022-06-01","1"
"","","","","","","","","","","","","","","","2022-01-07T08:00","0.8","-3.6","11.2","16.3","319","303","23.4","","","2022-06-02","3"
"","","","","","","","","","","","","","","","2022-01-07T09:00","1.1","-3.4","12.3","15.9","322","308","22.3","","","2022-06-03","3"
"","","","","","","","","","","","","","","","2022-01-07T10:00","3.1","-1.1","12.0","14.9","323","311","23.0","","","2022-06-04","3"
"","","","","","","","","","","","","","","","2022-01-07T11:00","6.2","2.5","9.4","15.3","326","310","22.3","","","2022-06-05","3"
"","","","","","","","","","","","","","","","2022-01-07T12:00","8.6","5.1","8.2","11.8","322","319","19.8","","","2022-06-06","3"
"","","","","","","","","","","","","","","","2022-01-07T13:00","10.3","7.1","6.9","8.9","313","313","19.1","","","2022-06-07","3"
"","","","","","","","","","","","","","","","2022-01-07T14:00","10.9","8.2","4.0","5.2","286","275","15.8","","","2022-06-08","61"
"","","","","","","","","","","","","","","","2022-01-07T15:00","11.2","8.8","1.3","1.4","270","214","13.3","","","2022-06-09","51"
"","","","","","","","","","","","","","","","2022-01-07T16:00","11.0","8.4","4.2","5.2","214","200","10.1","","","2022-06-10","51"
"","","","","","","","","","","","","","","","2022-01-07T17:00","8.7","6.5","5.8","6.0","205","176","10.4","","","2022-06-11","3"
"","","","","","","","","","","","","","","","2022-01-07T18:00","6.8","4.1","6.6","6.8","238","229","9.0","","","2022-06-12","3"
"","","","","","","","","","","","","","","","2022-01-07T19:00","5.2","2.2","8.3","11.5","274","270","13.0","","","2022-06-13","3"
"","","","","","","","","","","","","","","","2022-01-07T20:00","4.9","1.9","6.9","14.9","278","276","13.0","","","2022-06-14","3"
"","","","","","","","","","","","","","","","2022-01-07T21:00","4.4","1.2","7.3","18.5","297","281","14.8","","","2022-06-15","3"
"","","","","","","","","","","","","","","","2022-01-07T22:00","4.5","1.0","8.0","22.7","312","297","15.8","","","2022-06-16","3"
"","","","","","","","","","","","","","","","2022-01-07T23:00","5.0","1.3","9.6","26.0","316","304","19.4","","","2022-06-17","3"
"","","","","","","","","","","","","","","","2022-01-08T00:00","5.5","1.6","10.7","27.5","313","310","21.6","","","2022-06-18","2"
"","","","","","","","","","","","","","","","2022-01-08T01:00","5.3","2.2","6.6","11.8","301","248","23.4","","","2022-06-19","1"
"","","","","","","","","","","","","","","","2022-01-08T02:00","3.7","0.3","8.6","24.1","309","292","18.4","","","2022-06-20","3"
"","","","","","","","","","","","","","","","2022-01-08T03:00","5.5","1.7","12.0","30.6","312","309","25.2","","","2022-06-21","53"
"","","","","","","","","","","","","","","","2022-01-08T04:00","5.8","2.2","11.5","29.0","308","302","27.0","","","2022-06-22","63"
"","","","","","","","","","","","","","","","2022-01-08T05:00","6.2","2.6","12.7","30.6","307","305","26.3","","","2022-06-23","53"
"","","","","","","","","","","","","","","","2022-01-08T06:00","6.4","2.7","13.5","30.8","314","318","28.4","","","2022-06-24","1"
"","","","","","","","","","","","","","","","2022-01-08T07:00","6.4","2.7","14.5","31.8","315","316","29.9","","","2022-06-25","3"
"","","","","","","","","","","","","","","","2022-01-08T08:00","7.0","2.8","18.1","35.7","317","317","35.6","","","2022-06-26","3"
"","","","","","","","","","","","","","","","2022-01-08T09:00","7.2","2.5","21.3","38.4","321","321","41.4","","","2022-06-27","51"
"","","","","","","","","","","","","","","","2022-01-08T10:00","8.0","3.7","19.6","34.4","318","316","41.4","","","2022-06-28","65"
"","","","","","","","","","","","","","","","2022-01-08T11:00","9.4","6.3","12.3","25.7","317","310","38.9","","","2022-06-29","3"
"","","","","","","","","","","","","","","","2022-01-08T12:00","10.3","7.5","11.0","17.7","321","322","26.3","","","2022-06-30","3"
"","","","","","","","","","","","","","","","2022-01-08T13:00","11.5","8.9","10.3","13.7","293","282","25.6","","","2022-07-01","3"
"","","","","","","","","","","","","","","","2022-01-08T14:00","12.8","10.2","11.5","15.9","274","272","24.5","","","2022-07-02","2"
"","","","","","","","","","","","","","","","2022-01-08T15:00","12.8","10.5","11.2","14.7","242","237","25.2","","","2022-07-03","3"
"","","","","","","","","","","","","","","","2022-01-08T16:00","12.7","10.8","7.9","10.8","266","254","23.4","","","2022-07-04","1"
"","","","","","","","","","","","","","","","2022-01-08T17:00","10.8","9.4","4.6","11.0","259","231","16.6","","","2022-07-05","3"
"","","","","","","","","","","","","","","","2022-01-08T18:00","8.1","5.9","8.2","12.2","270","241","14.4","","","2022-07-06","63"
"","","","","","","","","","","","","","","","2022-01-08T19:00","8.3","5.9","7.7","16.6","252","229","14.8","","","2022-07-07","53"
"","","","","","","","","","","","","","","","2022-01-08T20:00","9.4","6.0","12.3","27.6","277","263","24.8","","","2022-07-08","0"
"","","","","","","","","","","","","","","","2022-01-08T21:00","9.2","5.1","16.1","33.0","286","280","32.4","","","2022-07-09","0"
"","","","","","","","","","","","","","","","2022-01-08T22:00","9.2","4.5","19.0","36.1","284","280","38.5","","","2022-07-10","0"
"","","","","","","","","","","","","","","","2022-01-08T23:00","9.0","4.5","17.3","33.1","269","265","38.2","","","2022-07-11","0"
"","","","","","","","","","","","","","","","2022-01-09T00:00","9.1","5.0","14.8","29.3","276","276","35.3","","","2022-07-12","0"
"","","","","","","","","","","","","","","","2022-01-09T01:00","8.2","4.6","10.8","27.0","271","268","30.6","","","2022-07-13","0"
"","","","","","","","","","","","","","","","2022-01-09T02:00","8.6","5.1","10.2","25.4","286","278","23.4","","","2022-07-14","0"
"","","","","","","","","","","","","","","","2022-01-09T03:00","9.5","5.3","15.5","31.2","284","275","31.3","","","2022-07-15","0"
"","","","","","","","","","","","","","","","2022-01-09T04:00","9.7","5.1","19.7","37.2","295","291","38.2","","","2022-07-16","0"
"","","","","","","","","","","","","","","","2022-01-09T05:00","10.4","5.1","24.7","43.5","294","291","49.3","","","2022-07-17","0"
"","","","","","","","","","","","","","","","2022-01-09T06:00","10.7","5.5","25.1","44.6","295","294","50.0","","","2022-07-18","0"
"","","","","","","","","","","","","","","","2022-01-09T07:00","10.3","5.5","23.1","41.1","294","293","51.1","","","2022-07-19","3"
"","","","","","","","","","","","","","","","2022-01-09T08:00","9.6","4.9","22.6","39.8","291","287","45.0","","","2022-07-20","3"
"","","","","","","","","","","","","","","","2022-01-09T09:00","9.8","5.3","21.6","38.8","292","288","44.3","","","2022-07-21","2"
"","","","","","","","","","","","","","","","2022-01-09T10:00","11.0","6.1","25.3","41.7","290","287","47.2","","","2022-07-22","3"
"","","","","","","","","","","","","","","","2022-01-09T11:00","12.2","7.6","24.4","36.6","291","289","50.0","","","2022-07-23","51"
"","","","","","","","","","","","","","","","2022-01-09T12:00","13.5","8.8","25.0","36.2","289","288","49.3","","","2022-07-24","3"
"","","","","","","","","","","","","","","","2022-01-09T13:00","13.7","10.1","17.8","25.5","279","277","49.7","","","2022-07-25","3"
"","","","","","","","","","","","","","","","2022-01-09T14:00","13.7","10.1","17.7","25.2","292","290","36.7","","","2022-07-26","3"
"","","","","","","","","","","","","","","","2022-01-09T15:00","14.1","10.7","16.8","24.6","288","285","36.0","","","2022-07-27","63"
"","","","","","","","","","","","","","","","2022-01-09T16:00","14.1","10.7","16.6","25.9","286","283","33.8","","","2022-07-28","63"
"","","","","","","","","","","","","","","","2022-01-09T17:00","13.2","10.2","13.8","25.5","283","277","32.4","","","2022-07-29","63"
"","","","","","","","","","","","","","","","2022-01-09T18:00","11.5","8.9","10.5","23.5","281","274","27.4","","","2022-07-30","3"
